ts,node,srx,stx,etx,erx
54961,7,48,48,73,68
54961,8,45,45,65,65
54963,0,77,77,78,97
54963,1,59,59,74,79
54963,2,50,50,69,70
54963,3,59,59,74,79
54963,4,54,54,69,74
54963,5,49,49,65,69
54963,6,52,52,68,72
54963,7,48,48,73,68
54963,8,45,45,65,65
54983,0,77,77,78,97
54983,1,59,59,74,79
54983,2,50,50,69,70
54983,3,59,59,74,79
54983,4,54,54,69,74
54983,5,49,49,65,69
54983,6,52,52,68,72
54983,7,48,48,65,68
54983,8,45,45,65,65
54985,0,77,77,78,97
54985,1,59,59,74,79
54985,2,50,50,69,70
54985,3,59,59,74,79
54985,4,54,54,69,74
54985,5,49,49,73,69
54985,6,52,52,68,72
54985,7,48,48,65,68
54985,8,45,45,65,65
54992,0,77,77,78,97
54992,1,59,59,74,79
54992,2,50,50,69,70
54992,3,59,59,74,79
54992,4,54,54,73,74
54992,5,49,49,73,69
54992,6,52,52,68,72
54992,7,48,48,65,68
54992,8,45,45,65,65
55001,0,77,77,78,97
55001,1,59,59,74,79
55001,2,50,50,69,70
55001,3,59,59,74,79
55001,4,54,54,73,74
55001,5,49,49,65,69
55001,6,52,52,68,72
55001,7,48,48,65,68
55001,8,45,45,65,65
55003,0,77,77,78,97
55003,1,59,59,74,79
55003,2,50,50,69,70
55003,3,59,59,74,79
55003,4,54,54,73,74
55003,5,49,49,73,69
55003,6,52,52,68,72
55003,7,48,48,65,68
55003,8,45,45,65,65
55011,0,77,77,78,97
55011,1,59,59,74,79
55011,2,50,50,69,70
55011,3,59,59,74,79
55011,4,54,54,69,74
55011,5,49,49,73,69
55011,6,52,52,68,72
55011,7,48,48,65,68
55011,8,45,45,65,65
55012,0,77,77,78,97
55012,1,59,59,74,79
55012,2,50,50,69,70
55012,3,59,59,74,79
55012,4,54,54,69,74
55012,5,49,49,65,69
55012,6,52,52,68,72
55012,7,48,48,65,68
55012,8,45,45,65,65
55024,0,77,77,78,97
55024,1,59,59,74,79
55024,2,50,50,69,70
55024,3,59,59,74,79
55024,4,54,54,69,74
55024,5,49,49,65,69
55024,6,52,52,68,72
55024,7,48,48,73,68
55024,8,45,45,65,65
55027,0,77,77,78,97
55027,1,59,59,74,79
55027,2,50,50,69,70
55027,3,59,59,74,79
55027,4,54,54,69,74
55027,5,49,49,73,69
55027,6,52,52,68,72
55027,7,48,48,73,68
55027,8,45,45,65,65
55038,0,77,77,78,97
55038,1,59,59,74,79
55038,2,50,50,69,70
55038,3,59,59,74,79
55038,4,54,54,69,74
55038,5,49,49,65,69
55038,6,52,52,68,72
55038,7,48,48,73,68
55038,8,45,45,65,65
55046,0,77,77,78,97
55046,1,59,59,74,79
55046,2,50,50,69,70
55046,3,59,59,74,79
55046,4,54,54,73,74
55046,5,49,49,65,69
55046,6,52,52,68,72
55046,7,48,48,73,68
55046,8,45,45,65,65
55050,0,77,77,78,97
55050,1,59,59,74,79
55050,2,50,50,69,70
55050,3,59,59,74,79
55050,4,54,54,73,74
55050,5,49,49,73,69
55050,6,52,52,68,72
55050,7,48,48,73,68
55050,8,45,45,65,65
55051,0,77,77,78,97
55051,1,59,59,74,79
55051,2,50,50,69,70
55051,3,59,59,74,79
55051,4,54,54,73,74
55051,5,49,49,65,69
55051,6,52,52,68,72
55051,7,48,48,73,68
55051,8,45,45,65,65
55100,0,77,77,78,97
55100,1,59,59,74,79
55100,2,50,50,69,70
55100,3,59,59,74,79
55100,4,54,54,74,74
55100,5,49,49,65,69
55100,6,52,52,68,72
55100,7,48,48,73,68
55100,8,45,45,65,65
55116,0,77,77,78,97
55116,1,59,59,74,79
55116,2,50,50,69,70
55116,3,59,59,74,79
55116,4,54,54,74,74
55116,5,49,49,65,69
55116,6,52,52,68,72
55116,7,48,48,65,68
55116,8,45,45,65,65
55125,0,78,78,79,98
55125,1,59,59,74,79
55125,2,50,50,69,70
55125,3,59,59,74,79
55125,4,54,54,74,74
55125,5,49,49,65,69
55125,6,52,52,68,72
55125,7,48,48,65,68
55125,8,45,45,65,65
55129,0,78,78,79,98
55129,1,59,59,74,79
55129,2,50,50,69,70
55129,3,59,59,74,79
55129,4,54,54,74,74
55129,5,49,49,65,69
55129,6,52,52,73,72
55129,7,48,48,65,68
55129,8,45,45,65,65
55145,0,78,78,79,98
55145,1,59,59,74,79
55145,2,50,50,69,70
55145,3,59,59,74,79
55145,4,54,54,75,74
55145,5,49,49,65,69
55145,6,52,52,73,72
55145,7,48,48,65,68
55145,8,45,45,65,65
55162,0,78,78,79,98
55162,1,59,59,74,79
55162,2,50,50,69,70
55162,3,59,59,74,79
55162,4,54,54,73,74
55162,5,49,49,65,69
55162,6,52,52,73,72
55162,7,48,48,65,68
55162,8,45,45,65,65
55164,0,78,78,79,98
55164,1,59,59,74,79
55164,2,50,50,69,70
55164,3,59,59,74,79
55164,4,54,54,73,74
55164,5,49,49,65,69
55164,6,52,52,73,72
55164,7,48,48,73,68
55164,8,45,45,65,65
55174,0,78,78,79,98
55174,1,59,59,74,79
55174,2,50,50,69,70
55174,3,59,59,74,79
55174,4,54,54,75,74
55174,5,49,49,65,69
55174,6,52,52,73,72
55174,7,48,48,73,68
55174,8,45,45,65,65
55179,0,78,78,79,98
55179,1,59,59,74,79
55179,2,50,50,69,70
55179,3,59,59,74,79
55179,4,54,54,75,74
55179,5,49,49,65,69
55179,6,52,52,73,72
55179,7,48,48,65,68
55179,8,45,45,65,65
55213,0,78,78,79,98
55213,1,59,59,74,79
55213,2,50,50,69,70
55213,3,59,59,74,79
55213,4,54,54,73,74
55213,5,49,49,65,69
55213,6,52,52,73,72
55213,7,48,48,65,68
55213,8,45,45,65,65
55223,0,78,78,79,98
55223,1,59,59,74,79
55223,2,50,50,69,70
55223,3,59,59,74,79
55223,4,54,54,75,74
55223,5,49,49,65,69
55223,6,52,52,73,72
55223,7,48,48,65,68
55223,8,45,45,65,65
55230,0,78,78,79,98
55230,1,59,59,74,79
55230,2,50,50,69,70
55230,3,59,59,74,79
55230,4,54,54,73,74
55230,5,49,49,65,69
55230,6,52,52,73,72
55230,7,48,48,65,68
55230,8,45,45,65,65
55252,0,78,78,79,98
55252,1,59,59,74,79
55252,2,50,50,69,70
55252,3,59,59,74,79
55252,4,54,54,73,74
55252,5,49,49,65,69
55252,6,52,52,73,72
55252,7,48,48,73,68
55252,8,45,45,65,65
55259,0,78,78,79,98
55259,1,59,59,74,79
55259,2,50,50,69,70
55259,3,59,59,74,79
55259,4,54,54,75,74
55259,5,49,49,65,69
55259,6,52,52,73,72
55259,7,48,48,73,68
55259,8,45,45,65,65
55261,0,78,78,79,98
55261,1,59,59,74,79
55261,2,50,50,69,70
55261,3,59,59,74,79
55261,4,54,54,73,74
55261,5,49,49,65,69
55261,6,52,52,73,72
55261,7,48,48,73,68
55261,8,45,45,65,65
55292,0,78,78,79,98
55292,1,59,59,74,79
55292,2,50,50,69,70
55292,3,59,59,74,79
55292,4,54,54,75,74
55292,5,49,49,65,69
55292,6,52,52,73,72
55292,7,48,48,73,68
55292,8,45,45,65,65
55311,0,78,78,79,98
55311,1,59,59,74,79
55311,2,50,50,69,70
55311,3,59,59,74,79
55311,4,54,54,75,74
55311,5,49,49,65,69
55311,6,52,52,73,72
55311,7,48,48,65,68
55311,8,45,45,65,65
55314,0,78,78,79,98
55314,1,59,59,74,79
55314,2,50,50,69,70
55314,3,59,59,74,79
55314,4,54,54,75,74
55314,5,49,49,65,69
55314,6,52,52,73,72
55314,7,48,48,73,68
55314,8,45,45,65,65
55319,0,78,78,79,98
55319,1,59,59,74,79
55319,2,50,50,69,70
55319,3,59,59,74,79
55319,4,54,54,75,74
55319,5,49,49,65,69
55319,6,52,52,68,72
55319,7,48,48,73,68
55319,8,45,45,65,65
55325,0,78,78,79,98
55325,1,59,59,74,79
55325,2,50,50,69,70
55325,3,59,59,74,79
55325,4,54,54,74,74
55325,5,49,49,65,69
55325,6,52,52,68,72
55325,7,48,48,73,68
55325,8,45,45,65,65
55336,0,78,78,79,98
55336,1,59,59,74,79
55336,2,50,50,69,70
55336,3,59,59,74,79
55336,4,54,54,74,74
55336,5,49,49,65,69
55336,6,52,52,68,72
55336,7,48,48,65,68
55336,8,45,45,65,65
55350,0,78,78,79,98
55350,1,59,59,74,79
55350,2,50,50,69,70
55350,3,59,59,74,79
55350,4,54,54,75,74
55350,5,49,49,65,69
55350,6,52,52,68,72
55350,7,48,48,65,68
55350,8,45,45,65,65
55370,0,78,78,79,98
55370,1,59,59,74,79
55370,2,50,50,69,70
55370,3,59,59,74,79
55370,4,54,54,74,74
55370,5,49,49,65,69
55370,6,52,52,68,72
55370,7,48,48,65,68
55370,8,45,45,65,65
55380,0,78,78,79,98
55380,1,59,59,74,79
55380,2,50,50,69,70
55380,3,59,59,74,79
55380,4,54,54,74,74
55380,5,49,49,65,69
55380,6,52,52,74,72
55380,7,48,48,65,68
55380,8,45,45,65,65
55386,0,78,78,79,98
55386,1,59,59,74,79
55386,2,50,50,69,70
55386,3,59,59,74,79
55386,4,54,54,75,74
55386,5,49,49,65,69
55386,6,52,52,74,72
55386,7,48,48,65,68
55386,8,45,45,65,65
55403,0,78,78,79,98
55403,1,59,59,74,79
55403,2,50,50,69,70
55403,3,59,59,74,79
55403,4,54,54,75,74
55403,5,49,49,65,69
55403,6,52,52,68,72
55403,7,48,48,65,68
55403,8,45,45,65,65
55429,0,78,78,79,98
55429,1,59,59,74,79
55429,2,50,50,74,70
55429,3,59,59,74,79
55429,4,54,54,75,74
55429,5,49,49,65,69
55429,6,52,52,68,72
55429,7,48,48,65,68
55429,8,45,45,65,65
55444,0,78,78,79,98
55444,1,59,59,74,79
55444,2,50,50,74,70
55444,3,59,59,74,79
55444,4,54,54,74,74
55444,5,49,49,65,69
55444,6,52,52,68,72
55444,7,48,48,65,68
55444,8,45,45,65,65
55458,0,78,78,79,98
55458,1,59,59,74,79
55458,2,50,50,74,70
55458,3,59,59,74,79
55458,4,54,54,75,74
55458,5,49,49,65,69
55458,6,52,52,68,72
55458,7,48,48,65,68
55458,8,45,45,65,65
55475,0,78,78,79,98
55475,1,59,59,74,79
55475,2,50,50,69,70
55475,3,59,59,74,79
55475,4,54,54,75,74
55475,5,49,49,65,69
55475,6,52,52,68,72
55475,7,48,48,65,68
55475,8,45,45,65,65
55504,0,78,78,79,98
55504,1,59,59,74,79
55504,2,50,50,69,70
55504,3,59,59,74,79
55504,4,54,54,74,74
55504,5,49,49,65,69
55504,6,52,52,68,72
55504,7,48,48,65,68
55504,8,45,45,65,65
55533,0,78,78,79,98
55533,1,59,59,74,79
55533,2,50,50,69,70
55533,3,59,59,74,79
55533,4,54,54,75,74
55533,5,49,49,65,69
55533,6,52,52,68,72
55533,7,48,48,65,68
55533,8,45,45,65,65
55597,0,78,78,79,98
55597,1,59,59,74,79
55597,2,50,50,69,70
55597,3,59,59,74,79
55597,4,54,54,74,74
55597,5,49,49,65,69
55597,6,52,52,68,72
55597,7,48,48,65,68
55597,8,45,45,65,65
55598,0,78,78,79,98
55598,1,59,59,74,79
55598,2,50,50,69,70
55598,3,59,59,74,79
55598,4,54,54,74,74
55598,5,49,49,65,69
55598,6,52,52,74,72
55598,7,48,48,65,68
55598,8,45,45,65,65
55630,0,78,78,79,98
55630,1,59,59,74,79
55630,2,50,50,69,70
55630,3,59,59,77,79
55630,4,54,54,74,74
55630,5,49,49,65,69
55630,6,52,52,74,72
55630,7,48,48,65,68
55630,8,45,45,65,65
55650,0,78,78,79,98
55650,1,59,59,74,79
55650,2,50,50,69,70
55650,3,59,59,77,79
55650,4,54,54,75,74
55650,5,49,49,65,69
55650,6,52,52,74,72
55650,7,48,48,65,68
55650,8,45,45,65,65
55694,0,78,78,79,98
55694,1,59,59,74,79
55694,2,50,50,69,70
55694,3,59,59,77,79
55694,4,54,54,75,74
55694,5,49,49,65,69
55694,6,53,53,75,73
55694,7,48,48,65,68
55694,8,45,45,65,65
55699,0,78,78,79,98
55699,1,59,59,74,79
55699,2,50,50,69,70
55699,3,59,59,77,79
55699,4,54,54,74,74
55699,5,49,49,65,69
55699,6,53,53,75,73
55699,7,48,48,65,68
55699,8,45,45,65,65
55718,0,78,78,79,98
55718,1,59,59,74,79
55718,2,50,50,69,70
55718,3,59,59,77,79
55718,4,54,54,75,74
55718,5,49,49,65,69
55718,6,53,53,75,73
55718,7,48,48,65,68
55718,8,45,45,65,65
55721,0,78,78,79,98
55721,1,59,59,74,79
55721,2,50,50,69,70
55721,3,59,59,74,79
55721,4,54,54,75,74
55721,5,49,49,65,69
55721,6,53,53,75,73
55721,7,48,48,65,68
55721,8,45,45,65,65
55723,0,78,78,79,98
55723,1,59,59,74,79
55723,2,50,50,69,70
55723,3,59,59,74,79
55723,4,54,54,74,74
55723,5,49,49,65,69
55723,6,53,53,75,73
55723,7,48,48,65,68
55723,8,45,45,65,65
55724,0,78,78,79,98
55724,1,59,59,74,79
55724,2,50,50,69,70
55724,3,59,59,74,79
55724,4,54,54,74,74
55724,5,49,49,65,69
55724,6,53,53,74,73
55724,7,48,48,65,68
55724,8,45,45,65,65
55727,0,78,78,79,98
55727,1,59,59,74,79
55727,2,50,50,74,70
55727,3,59,59,74,79
55727,4,54,54,74,74
55727,5,49,49,65,69
55727,6,53,53,74,73
55727,7,48,48,65,68
55727,8,45,45,65,65
55750,0,78,78,79,98
55750,1,59,59,74,79
55750,2,50,50,74,70
55750,3,59,59,74,79
55750,4,54,54,74,74
55750,5,49,49,65,69
55750,6,53,53,75,73
55750,7,48,48,65,68
55750,8,45,45,65,65
55753,0,78,78,79,98
55753,1,59,59,74,79
55753,2,50,50,69,70
55753,3,59,59,74,79
55753,4,54,54,74,74
55753,5,49,49,65,69
55753,6,53,53,75,73
55753,7,48,48,65,68
55753,8,45,45,65,65
55756,0,78,78,79,98
55756,1,50,50,74,70
55756,2,50,50,69,70
55756,3,59,59,74,79
55756,4,54,54,74,74
55756,5,49,49,65,69
55756,6,53,53,75,73
55756,7,48,48,65,68
55756,8,45,45,65,65
55760,0,78,78,79,98
55760,1,50,50,74,70
55760,2,50,50,69,70
55760,3,59,59,74,79
55760,4,54,54,69,74
55760,5,49,49,65,69
55760,6,53,53,75,73
55760,7,48,48,65,68
55760,8,45,45,65,65
55773,0,78,78,79,98
55773,1,50,50,74,70
55773,2,50,50,69,70
55773,3,59,59,74,79
55773,4,54,54,74,74
55773,5,49,49,65,69
55773,6,53,53,75,73
55773,7,48,48,65,68
55773,8,45,45,65,65
55775,0,78,78,79,98
55775,1,50,50,74,70
55775,2,50,50,69,70
55775,3,59,59,74,79
55775,4,54,54,69,74
55775,5,49,49,65,69
55775,6,53,53,75,73
55775,7,48,48,65,68
55775,8,45,45,65,65
55789,0,78,78,79,98
55789,1,50,50,74,70
55789,2,50,50,69,70
55789,3,59,59,74,79
55789,4,54,54,74,74
55789,5,49,49,65,69
55789,6,53,53,75,73
55789,7,48,48,65,68
55789,8,45,45,65,65
55792,0,78,78,79,98
55792,1,50,50,74,70
55792,2,50,50,69,70
55792,3,59,59,74,79
55792,4,54,54,69,74
55792,5,49,49,65,69
55792,6,53,53,75,73
55792,7,48,48,65,68
55792,8,45,45,65,65
55801,0,78,78,79,98
55801,1,59,59,74,79
55801,2,50,50,69,70
55801,3,59,59,74,79
55801,4,54,54,69,74
55801,5,49,49,65,69
55801,6,53,53,75,73
55801,7,48,48,65,68
55801,8,45,45,65,65
55807,0,78,78,79,98
55807,1,59,59,77,79
55807,2,50,50,69,70
55807,3,59,59,74,79
55807,4,54,54,69,74
55807,5,49,49,65,69
55807,6,53,53,75,73
55807,7,48,48,65,68
55807,8,45,45,65,65
55810,0,78,78,79,98
55810,1,59,59,77,79
55810,2,51,51,75,71
55810,3,59,59,74,79
55810,4,54,54,69,74
55810,5,49,49,65,69
55810,6,53,53,75,73
55810,7,48,48,65,68
55810,8,45,45,65,65
55814,0,78,78,79,98
55814,1,59,59,77,79
55814,2,51,51,75,71
55814,3,59,59,74,79
55814,4,54,54,74,74
55814,5,49,49,65,69
55814,6,53,53,75,73
55814,7,48,48,65,68
55814,8,45,45,65,65
55817,0,78,78,79,98
55817,1,59,59,77,79
55817,2,51,51,75,71
55817,3,59,59,74,79
55817,4,54,54,74,74
55817,5,49,49,65,69
55817,6,53,53,68,73
55817,7,48,48,65,68
55817,8,45,45,65,65
55827,0,78,78,79,98
55827,1,59,59,77,79
55827,2,51,51,75,71
55827,3,59,59,77,79
55827,4,54,54,74,74
55827,5,49,49,65,69
55827,6,53,53,68,73
55827,7,48,48,65,68
55827,8,45,45,65,65
55839,0,78,78,79,98
55839,1,59,59,77,79
55839,2,51,51,75,71
55839,3,59,59,77,79
55839,4,54,54,75,74
55839,5,49,49,65,69
55839,6,53,53,68,73
55839,7,48,48,65,68
55839,8,45,45,65,65
55847,0,78,78,79,98
55847,1,59,59,77,79
55847,2,51,51,75,71
55847,3,59,59,74,79
55847,4,54,54,75,74
55847,5,49,49,65,69
55847,6,53,53,68,73
55847,7,48,48,65,68
55847,8,45,45,65,65
55868,0,78,78,79,98
55868,1,59,59,77,79
55868,2,51,51,75,71
55868,3,59,59,74,79
55868,4,54,54,69,74
55868,5,49,49,65,69
55868,6,53,53,68,73
55868,7,48,48,65,68
55868,8,45,45,65,65
55898,0,78,78,79,98
55898,1,59,59,77,79
55898,2,51,51,75,71
55898,3,59,59,77,79
55898,4,54,54,69,74
55898,5,49,49,65,69
55898,6,53,53,68,73
55898,7,48,48,65,68
55898,8,45,45,65,65
55907,0,78,78,79,98
55907,1,59,59,77,79
55907,2,51,51,75,71
55907,3,59,59,74,79
55907,4,54,54,69,74
55907,5,49,49,65,69
55907,6,53,53,68,73
55907,7,48,48,65,68
55907,8,45,45,65,65
55940,0,78,78,79,98
55940,1,59,59,77,79
55940,2,51,51,75,71
55940,3,59,59,77,79
55940,4,54,54,69,74
55940,5,49,49,65,69
55940,6,53,53,68,73
55940,7,48,48,65,68
55940,8,45,45,65,65
55968,0,78,78,79,98
55968,1,59,59,77,79
55968,2,51,51,69,71
55968,3,59,59,77,79
55968,4,54,54,69,74
55968,5,49,49,65,69
55968,6,53,53,68,73
55968,7,48,48,65,68
55968,8,45,45,65,65
56065,0,78,78,79,98
56065,1,59,59,77,79
56065,2,51,51,69,71
56065,3,59,59,78,79
56065,4,54,54,69,74
56065,5,49,49,65,69
56065,6,53,53,68,73
56065,7,48,48,65,68
56065,8,45,45,65,65
56067,0,78,78,79,98
56067,1,59,59,77,79
56067,2,51,51,69,71
56067,3,59,59,78,79
56067,4,55,55,76,75
56067,5,49,49,65,69
56067,6,53,53,68,73
56067,7,48,48,65,68
56067,8,45,45,65,65
56072,0,78,78,79,98
56072,1,59,59,77,79
56072,2,51,51,69,71
56072,3,59,59,78,79
56072,4,55,55,76,75
56072,5,49,49,65,69
56072,6,54,54,76,74
56072,7,48,48,65,68
56072,8,45,45,65,65
56074,0,78,78,79,98
56074,1,59,59,77,79
56074,2,51,51,69,71
56074,3,59,59,78,79
56074,4,55,55,76,75
56074,5,49,49,65,69
56074,6,54,54,76,74
56074,7,49,49,74,69
56074,8,45,45,65,65
56078,0,78,78,79,98
56078,1,59,59,77,79
56078,2,51,51,69,71
56078,3,59,59,74,79
56078,4,55,55,76,75
56078,5,49,49,65,69
56078,6,54,54,76,74
56078,7,49,49,74,69
56078,8,45,45,65,65
56079,0,78,78,79,98
56079,1,59,59,75,79
56079,2,51,51,69,71
56079,3,59,59,74,79
56079,4,55,55,76,75
56079,5,49,49,65,69
56079,6,54,54,76,74
56079,7,49,49,74,69
56079,8,45,45,65,65
56091,0,78,78,79,98
56091,1,59,59,75,79
56091,2,51,51,69,71
56091,3,59,59,74,79
56091,4,55,55,73,75
56091,5,49,49,65,69
56091,6,54,54,76,74
56091,7,49,49,74,69
56091,8,45,45,65,65
56094,0,78,78,79,98
56094,1,59,59,75,79
56094,2,51,51,69,71
56094,3,59,59,74,79
56094,4,55,55,73,75
56094,5,49,49,65,69
56094,6,54,54,76,74
56094,7,49,49,73,69
56094,8,45,45,65,65
56098,0,78,78,79,98
56098,1,59,59,75,79
56098,2,51,51,75,71
56098,3,59,59,74,79
56098,4,55,55,73,75
56098,5,49,49,65,69
56098,6,54,54,76,74
56098,7,49,49,73,69
56098,8,45,45,65,65
56106,0,78,78,79,98
56106,1,59,59,75,79
56106,2,51,51,75,71
56106,3,59,59,74,79
56106,4,55,55,73,75
56106,5,49,49,65,69
56106,6,54,54,76,74
56106,7,49,49,74,69
56106,8,45,45,65,65
56116,0,78,78,79,98
56116,1,59,59,75,79
56116,2,51,51,69,71
56116,3,59,59,74,79
56116,4,55,55,73,75
56116,5,49,49,65,69
56116,6,54,54,76,74
56116,7,49,49,74,69
56116,8,45,45,65,65
56122,0,78,78,79,98
56122,1,59,59,75,79
56122,2,51,51,69,71
56122,3,59,59,74,79
56122,4,55,55,73,75
56122,5,49,49,65,69
56122,6,54,54,76,74
56122,7,49,49,73,69
56122,8,45,45,65,65
56141,0,78,78,79,98
56141,1,59,59,75,79
56141,2,51,51,69,71
56141,3,59,59,74,79
56141,4,55,55,73,75
56141,5,49,49,65,69
56141,6,54,54,76,74
56141,7,49,49,73,69
56141,8,46,46,66,66
56158,0,78,78,79,98
56158,1,59,59,75,79
56158,2,51,51,69,71
56158,3,59,59,75,79
56158,4,55,55,73,75
56158,5,49,49,65,69
56158,6,54,54,76,74
56158,7,49,49,73,69
56158,8,46,46,66,66
56177,0,78,78,79,98
56177,1,59,59,75,79
56177,2,51,51,69,71
56177,3,59,59,75,79
56177,4,55,55,73,75
56177,5,49,49,65,69
56177,6,54,54,69,74
56177,7,49,49,73,69
56177,8,46,46,66,66
56179,0,78,78,79,98
56179,1,59,59,75,79
56179,2,51,51,75,71
56179,3,59,59,75,79
56179,4,55,55,73,75
56179,5,49,49,65,69
56179,6,54,54,69,74
56179,7,49,49,73,69
56179,8,46,46,66,66
56182,0,78,78,79,98
56182,1,59,59,75,79
56182,2,51,51,75,71
56182,3,59,59,75,79
56182,4,55,55,73,75
56182,5,49,49,66,69
56182,6,54,54,69,74
56182,7,49,49,73,69
56182,8,46,46,66,66
56189,0,78,78,79,98
56189,1,59,59,75,79
56189,2,51,51,69,71
56189,3,59,59,75,79
56189,4,55,55,73,75
56189,5,49,49,66,69
56189,6,54,54,69,74
56189,7,49,49,73,69
56189,8,46,46,66,66
56222,0,78,78,79,98
56222,1,59,59,75,79
56222,2,51,51,69,71
56222,3,59,59,75,79
56222,4,55,55,73,75
56222,5,49,49,66,69
56222,6,54,54,75,74
56222,7,49,49,73,69
56222,8,46,46,66,66
56234,0,78,78,79,98
56234,1,59,59,75,79
56234,2,51,51,75,71
56234,3,59,59,75,79
56234,4,55,55,73,75
56234,5,49,49,66,69
56234,6,54,54,75,74
56234,7,49,49,73,69
56234,8,46,46,66,66
56249,0,78,78,79,98
56249,1,59,59,75,79
56249,2,51,51,69,71
56249,3,59,59,75,79
56249,4,55,55,73,75
56249,5,49,49,66,69
56249,6,54,54,75,74
56249,7,49,49,73,69
56249,8,46,46,66,66
56264,0,78,78,79,98
56264,1,59,59,75,79
56264,2,51,51,69,71
56264,3,59,59,75,79
56264,4,55,55,73,75
56264,5,49,49,66,69
56264,6,54,54,69,74
56264,7,49,49,73,69
56264,8,46,46,66,66
56266,0,78,78,79,98
56266,1,59,59,75,79
56266,2,51,51,75,71
56266,3,59,59,75,79
56266,4,55,55,73,75
56266,5,49,49,66,69
56266,6,54,54,69,74
56266,7,49,49,73,69
56266,8,46,46,66,66
56275,0,78,78,79,98
56275,1,59,59,75,79
56275,2,51,51,75,71
56275,3,59,59,75,79
56275,4,55,55,73,75
56275,5,49,49,66,69
56275,6,54,54,75,74
56275,7,49,49,73,69
56275,8,46,46,66,66
56283,0,78,78,79,98
56283,1,59,59,75,79
56283,2,51,51,75,71
56283,3,59,59,75,79
56283,4,55,55,73,75
56283,5,49,49,66,69
56283,6,54,54,75,74
56283,7,49,49,74,69
56283,8,46,46,66,66
56284,0,78,78,79,98
56284,1,59,59,75,79
56284,2,51,51,75,71
56284,3,59,59,78,79
56284,4,55,55,73,75
56284,5,49,49,66,69
56284,6,54,54,75,74
56284,7,49,49,74,69
56284,8,46,46,66,66
56290,0,78,78,79,98
56290,1,59,59,75,79
56290,2,51,51,69,71
56290,3,59,59,78,79
56290,4,55,55,73,75
56290,5,49,49,66,69
56290,6,54,54,75,74
56290,7,49,49,74,69
56290,8,46,46,66,66
56299,0,78,78,79,98
56299,1,59,59,75,79
56299,2,51,51,69,71
56299,3,59,59,78,79
56299,4,55,55,73,75
56299,5,49,49,66,69
56299,6,54,54,69,74
56299,7,49,49,74,69
56299,8,46,46,66,66
56312,0,78,78,79,98
56312,1,59,59,75,79
56312,2,51,51,69,71
56312,3,59,59,78,79
56312,4,55,55,73,75
56312,5,49,49,66,69
56312,6,54,54,69,74
56312,7,49,49,73,69
56312,8,46,46,66,66
56317,0,78,78,79,98
56317,1,59,59,75,79
56317,2,51,51,75,71
56317,3,59,59,78,79
56317,4,55,55,73,75
56317,5,49,49,66,69
56317,6,54,54,69,74
56317,7,49,49,73,69
56317,8,46,46,66,66
56329,0,78,78,79,98
56329,1,59,59,77,79
56329,2,51,51,75,71
56329,3,59,59,78,79
56329,4,55,55,73,75
56329,5,49,49,66,69
56329,6,54,54,69,74
56329,7,49,49,73,69
56329,8,46,46,66,66
56365,0,78,78,79,98
56365,1,59,59,77,79
56365,2,51,51,69,71
56365,3,59,59,78,79
56365,4,55,55,73,75
56365,5,49,49,66,69
56365,6,54,54,69,74
56365,7,49,49,73,69
56365,8,46,46,66,66
56450,0,78,78,79,98
56450,1,51,51,75,71
56450,2,51,51,69,71
56450,3,59,59,78,79
56450,4,55,55,73,75
56450,5,49,49,66,69
56450,6,54,54,69,74
56450,7,49,49,73,69
56450,8,46,46,66,66
56520,0,78,78,79,98
56520,1,59,59,77,79
56520,2,51,51,69,71
56520,3,59,59,78,79
56520,4,55,55,69,75
56520,5,49,49,66,69
56520,6,54,54,69,74
56520,7,49,49,73,69
56520,8,46,46,66,66
56522,0,78,78,79,98
56522,1,55,55,75,75
56522,2,51,51,69,71
56522,3,59,59,78,79
56522,4,55,55,69,75
56522,5,49,49,66,69
56522,6,54,54,69,74
56522,7,49,49,73,69
56522,8,46,46,66,66
56526,0,78,78,79,98
56526,1,55,55,75,75
56526,2,51,51,69,71
56526,3,55,55,75,75
56526,4,55,55,69,75
56526,5,49,49,66,69
56526,6,54,54,69,74
56526,7,49,49,73,69
56526,8,46,46,66,66
56527,0,78,78,79,98
56527,1,55,55,75,75
56527,2,51,51,69,71
56527,3,55,55,75,75
56527,4,55,55,69,75
56527,5,49,49,66,69
56527,6,54,54,69,74
56527,7,49,49,66,69
56527,8,46,46,66,66
56564,0,78,78,79,98
56564,1,55,55,75,75
56564,2,52,52,76,72
56564,3,55,55,75,75
56564,4,55,55,69,75
56564,5,49,49,66,69
56564,6,54,54,69,74
56564,7,49,49,66,69
56564,8,46,46,66,66
56599,0,78,78,79,98
56599,1,55,55,75,75
56599,2,52,52,69,72
56599,3,55,55,75,75
56599,4,55,55,69,75
56599,5,49,49,66,69
56599,6,54,54,69,74
56599,7,49,49,66,69
56599,8,46,46,66,66
56608,0,78,78,79,98
56608,1,55,55,75,75
56608,2,52,52,76,72
56608,3,55,55,75,75
56608,4,55,55,69,75
56608,5,49,49,66,69
56608,6,54,54,69,74
56608,7,49,49,66,69
56608,8,46,46,66,66
56613,0,78,78,79,98
56613,1,55,55,75,75
56613,2,52,52,76,72
56613,3,55,55,75,75
56613,4,55,55,69,75
56613,5,49,49,66,69
56613,6,54,54,69,74
56613,7,49,49,74,69
56613,8,46,46,66,66
56659,0,78,78,79,98
56659,1,55,55,75,75
