ts,node,srx,stx,etx,erx
6038,6,53,53,73,73
6038,7,53,53,73,73
6038,8,53,53,73,73
6055,0,56,56,76,96
6055,1,56,56,75,76
6055,2,54,54,72,74
6055,3,53,53,70,73
6055,4,56,56,73,76
6055,5,53,53,73,73
6055,6,53,53,73,73
6055,7,53,53,73,73
6055,8,53,53,73,73
6065,0,56,56,76,96
6065,1,56,56,76,76
6065,2,54,54,72,74
6065,3,53,53,70,73
6065,4,56,56,73,76
6065,5,53,53,73,73
6065,6,53,53,73,73
6065,7,53,53,73,73
6065,8,53,53,73,73
6104,0,56,56,76,96
6104,1,56,56,76,76
6104,2,54,54,72,74
6104,3,53,53,70,73
6104,4,56,56,73,76
6104,5,53,53,73,73
6104,6,53,53,73,73
6104,7,53,53,73,73
6104,8,54,54,74,74
6129,0,56,56,76,96
6129,1,56,56,76,76
6129,2,54,54,72,74
6129,3,53,53,70,73
6129,4,56,56,73,76
6129,5,54,54,74,74
6129,6,53,53,73,73
6129,7,53,53,73,73
6129,8,54,54,74,74
6146,0,56,56,76,96
6146,1,56,56,76,76
6146,2,54,54,72,74
6146,3,53,53,70,73
6146,4,56,56,73,76
6146,5,54,54,74,74
6146,6,53,53,73,73
6146,7,54,54,74,74
6146,8,54,54,74,74
6151,0,56,56,76,96
6151,1,56,56,76,76
6151,2,54,54,72,74
6151,3,53,53,70,73
6151,4,56,56,74,76
6151,5,54,54,74,74
6151,6,53,53,73,73
6151,7,54,54,74,74
6151,8,54,54,74,74
6161,0,56,56,76,96
6161,1,56,56,76,76
6161,2,54,54,72,74
6161,3,56,56,76,76
6161,4,56,56,74,76
6161,5,54,54,74,74
6161,6,53,53,73,73
6161,7,54,54,74,74
6161,8,54,54,74,74
6189,0,61,61,76,101
6189,1,56,56,76,76
6189,2,54,54,72,74
6189,3,56,56,76,76
6189,4,56,56,74,76
6189,5,54,54,74,74
6189,6,53,53,73,73
6189,7,54,54,74,74
6189,8,54,54,74,74
6196,0,61,61,76,101
6196,1,56,56,76,76
6196,2,54,54,72,74
6196,3,59,59,76,79
6196,4,56,56,74,76
6196,5,54,54,74,74
6196,6,53,53,73,73
6196,7,54,54,74,74
6196,8,54,54,74,74
6208,0,61,61,76,101
6208,1,59,59,76,79
6208,2,54,54,72,74
6208,3,59,59,76,79
6208,4,56,56,74,76
6208,5,54,54,74,74
6208,6,53,53,73,73
6208,7,54,54,74,74
6208,8,54,54,74,74
6248,0,61,61,76,101
6248,1,59,59,76,79
6248,2,54,54,72,74
6248,3,59,59,76,79
6248,4,56,56,74,76
6248,5,54,54,74,74
6248,6,53,53,73,73
6248,7,55,55,75,75
6248,8,54,54,74,74
6254,0,61,61,76,101
6254,1,59,59,76,79
6254,2,54,54,72,74
6254,3,59,59,76,79
6254,4,56,56,74,76
6254,5,54,54,74,74
6254,6,53,53,73,73
6254,7,55,55,75,75
6254,8,55,55,75,75
6274,0,61,61,76,101
6274,1,59,59,76,79
6274,2,55,55,74,75
6274,3,59,59,76,79
6274,4,56,56,74,76
6274,5,54,54,74,74
6274,6,53,53,73,73
6274,7,55,55,75,75
6274,8,55,55,75,75
6283,0,61,61,76,101
6283,1,59,59,76,79
6283,2,55,55,74,75
6283,3,59,59,76,79
6283,4,58,58,74,78
6283,5,54,54,74,74
6283,6,53,53,73,73
6283,7,55,55,75,75
6283,8,55,55,75,75
6300,0,61,61,76,101
6300,1,59,59,76,79
6300,2,55,55,74,75
6300,3,59,59,76,79
6300,4,58,58,74,78
6300,5,55,55,75,75
6300,6,53,53,73,73
6300,7,55,55,75,75
6300,8,55,55,75,75
6329,0,61,61,76,101
6329,1,59,59,76,79
6329,2,55,55,74,75
6329,3,59,59,76,79
6329,4,58,58,74,78
6329,5,55,55,75,75
6329,6,53,53,73,73
6329,7,55,55,75,75
6329,8,56,56,76,76
6342,0,61,61,76,101
6342,1,59,59,76,79
6342,2,55,55,74,75
6342,3,59,59,76,79
6342,4,58,58,74,78
6342,5,55,55,75,75
6342,6,53,53,73,73
6342,7,56,56,76,76
6342,8,56,56,76,76
6357,0,61,61,79,101
6357,1,59,59,76,79
6357,2,55,55,74,75
6357,3,59,59,76,79
6357,4,58,58,74,78
6357,5,55,55,75,75
6357,6,53,53,73,73
6357,7,56,56,76,76
6357,8,56,56,76,76
6388,0,61,61,79,101
6388,1,59,59,76,79
6388,2,55,55,74,75
6388,3,59,59,76,79
6388,4,58,58,74,78
6388,5,56,56,76,76
6388,6,53,53,73,73
6388,7,56,56,76,76
6388,8,56,56,76,76
6392,0,61,61,79,101
6392,1,61,61,78,81
6392,2,55,55,74,75
6392,3,59,59,76,79
6392,4,58,58,74,78
6392,5,56,56,76,76
6392,6,53,53,73,73
6392,7,56,56,76,76
6392,8,56,56,76,76
6397,0,61,61,79,101
6397,1,61,61,78,81
6397,2,55,55,74,75
6397,3,59,59,76,79
6397,4,59,59,76,79
6397,5,56,56,76,76
6397,6,53,53,73,73
6397,7,56,56,76,76
6397,8,56,56,76,76
6432,0,61,61,79,101
6432,1,61,61,79,81
6432,2,55,55,74,75
6432,3,59,59,76,79
6432,4,59,59,76,79
6432,5,56,56,76,76
6432,6,53,53,73,73
6432,7,56,56,76,76
6432,8,56,56,76,76
6446,0,61,61,79,101
6446,1,61,61,79,81
6446,2,55,55,74,75
6446,3,59,59,76,79
6446,4,59,59,76,79
6446,5,56,56,76,76
6446,6,53,53,73,73
6446,7,56,56,76,76
6446,8,57,57,77,77
6449,0,61,61,79,101
6449,1,61,61,79,81
6449,2,55,55,74,75
6449,3,59,59,76,79
6449,4,59,59,76,79
6449,5,56,56,76,76
6449,6,53,53,73,73
6449,7,57,57,77,77
6449,8,57,57,77,77
6469,0,61,61,79,101
6469,1,61,61,79,81
6469,2,55,55,74,75
6469,3,59,59,76,79
6469,4,60,60,77,80
6469,5,56,56,76,76
6469,6,53,53,73,73
6469,7,57,57,77,77
6469,8,57,57,77,77
6475,0,61,61,79,101
6475,1,61,61,79,81
6475,2,55,55,74,75
6475,3,59,59,76,79
6475,4,60,60,77,80
6475,5,56,56,76,76
6475,6,58,58,77,78
6475,7,57,57,77,77
6475,8,57,57,77,77
6490,0,61,61,79,101
6490,1,61,61,79,81
6490,2,55,55,74,75
6490,3,60,60,78,80
6490,4,60,60,77,80
6490,5,56,56,76,76
6490,6,58,58,77,78
6490,7,57,57,77,77
6490,8,57,57,77,77
6497,0,61,61,79,101
6497,1,61,61,79,81
6497,2,60,60,76,80
6497,3,60,60,78,80
6497,4,60,60,77,80
6497,5,56,56,76,76
6497,6,58,58,77,78
6497,7,57,57,77,77
6497,8,57,57,77,77
6508,0,61,61,79,101
6508,1,61,61,79,81
6508,2,60,60,76,80
6508,3,60,60,78,80
6508,4,60,60,77,80
6508,5,57,57,77,77
6508,6,58,58,77,78
6508,7,57,57,77,77
6508,8,57,57,77,77
6532,0,61,61,79,101
6532,1,61,61,79,81
6532,2,61,61,77,81
6532,3,60,60,78,80
6532,4,60,60,77,80
6532,5,57,57,77,77
6532,6,58,58,77,78
6532,7,57,57,77,77
6532,8,57,57,77,77
6535,0,61,61,79,101
6535,1,61,61,79,81
6535,2,61,61,77,81
6535,3,60,60,78,80
6535,4,61,61,77,81
6535,5,57,57,77,77
6535,6,58,58,77,78
6535,7,57,57,77,77
6535,8,57,57,77,77
6545,0,61,61,79,101
6545,1,61,61,79,81
6545,2,61,61,77,81
6545,3,60,60,78,80
6545,4,61,61,77,81
6545,5,57,57,77,77
6545,6,58,58,77,78
6545,7,57,57,77,77
6545,8,58,58,78,78
6572,0,61,61,79,101
6572,1,61,61,79,81
6572,2,61,61,77,81
6572,3,60,60,78,80
6572,4,61,61,77,81
6572,5,57,57,77,77
6572,6,58,58,77,78
6572,7,58,58,78,78
6572,8,58,58,78,78
6586,0,61,61,79,101
6586,1,61,61,79,81
6586,2,61,61,77,81
6586,3,60,60,78,80
6586,4,61,61,78,81
6586,5,57,57,77,77
6586,6,58,58,77,78
6586,7,58,58,78,78
6586,8,58,58,78,78
6591,0,63,63,81,103
6591,1,61,61,79,81
6591,2,61,61,77,81
6591,3,60,60,78,80
6591,4,61,61,78,81
6591,5,57,57,77,77
6591,6,58,58,77,78
6591,7,58,58,78,78
6591,8,58,58,78,78
6610,0,63,63,81,103
6610,1,61,61,79,81
6610,2,61,61,77,81
6610,3,60,60,78,80
6610,4,61,61,78,81
6610,5,58,58,78,78
6610,6,58,58,77,78
6610,7,58,58,78,78
6610,8,58,58,78,78
6612,0,63,63,81,103
6612,1,62,62,81,82
6612,2,61,61,77,81
6612,3,60,60,78,80
6612,4,61,61,78,81
6612,5,58,58,78,78
6612,6,58,58,77,78
6612,7,58,58,78,78
6612,8,58,58,78,78
6619,0,63,63,81,103
6619,1,62,62,81,82
6619,2,61,61,77,81
6619,3,60,60,78,80
6619,4,61,61,78,81
6619,5,58,58,78,78
6619,6,58,58,78,78
6619,7,58,58,78,78
6619,8,58,58,78,78
6621,0,63,63,81,103
6621,1,62,62,81,82
6621,2,61,61,77,81
6621,3,60,60,78,80
6621,4,61,61,78,81
6621,5,58,58,78,78
6621,6,58,58,78,78
6621,7,58,58,78,78
6621,8,59,59,79,79
6647,0,63,63,81,103
6647,1,62,62,81,82
6647,2,61,61,77,81
6647,3,60,60,78,80
6647,4,61,61,78,81
6647,5,59,59,79,79
6647,6,58,58,78,78
6647,7,58,58,78,78
6647,8,59,59,79,79
6698,0,63,63,81,103
6698,1,62,62,81,82
6698,2,62,62,79,82
6698,3,60,60,78,80
6698,4,61,61,78,81
6698,5,59,59,79,79
6698,6,58,58,78,78
6698,7,58,58,78,78
6698,8,59,59,79,79
6707,0,63,63,81,103
6707,1,62,62,81,82
6707,2,62,62,79,82
6707,3,63,63,81,83
6707,4,61,61,78,81
6707,5,59,59,79,79
6707,6,58,58,78,78
6707,7,58,58,78,78
6707,8,59,59,79,79
6712,0,63,63,81,103
6712,1,62,62,81,82
6712,2,62,62,79,82
6712,3,63,63,81,83
6712,4,62,62,79,82
6712,5,59,59,79,79
6712,6,58,58,78,78
6712,7,58,58,78,78
6712,8,59,59,79,79
6719,0,63,63,81,103
6719,1,62,62,82,82
6719,2,62,62,79,82
6719,3,63,63,81,83
6719,4,62,62,79,82
6719,5,59,59,79,79
6719,6,58,58,78,78
6719,7,58,58,78,78
6719,8,59,59,79,79
6721,0,63,63,81,103
6721,1,62,62,82,82
6721,2,62,62,79,82
6721,3,64,64,82,84
6721,4,62,62,79,82
6721,5,59,59,79,79
6721,6,58,58,78,78
6721,7,58,58,78,78
6721,8,59,59,79,79
6725,0,63,63,81,103
6725,1,64,64,82,84
6725,2,62,62,79,82
6725,3,64,64,82,84
6725,4,62,62,79,82
6725,5,59,59,79,79
6725,6,58,58,78,78
6725,7,58,58,78,78
6725,8,59,59,79,79
6747,0,63,63,81,103
6747,1,64,64,82,84
6747,2,62,62,79,82
6747,3,64,64,82,84
6747,4,62,62,79,82
6747,5,59,59,79,79
6747,6,58,58,78,78
6747,7,58,58,78,78
6747,8,60,60,80,80
6759,0,63,63,81,103
6759,1,64,64,82,84
6759,2,62,62,79,82
6759,3,64,64,82,84
6759,4,62,62,79,82
6759,5,60,60,80,80
6759,6,58,58,78,78
6759,7,58,58,78,78
6759,8,60,60,80,80
6827,0,63,63,81,103
6827,1,64,64,82,84
6827,2,62,62,79,82
6827,3,64,64,82,84
6827,4,62,62,79,82
6827,5,60,60,80,80
6827,6,58,58,78,78
6827,7,60,60,80,80
6827,8,60,60,80,80
6829,0,63,63,81,103
6829,1,65,65,82,85
6829,2,62,62,79,82
6829,3,64,64,82,84
6829,4,62,62,80,82
6829,5,60,60,80,80
6829,6,58,58,78,78
6829,7,60,60,80,80
6829,8,60,60,80,80
6838,0,63,63,81,103
6838,1,65,65,82,85
6838,2,62,62,79,82
6838,3,65,65,82,85
6838,4,62,62,80,82
6838,5,60,60,80,80
6838,6,58,58,78,78
6838,7,60,60,80,80
6838,8,60,60,80,80
6865,0,63,63,81,103
6865,1,65,65,82,85
6865,2,62,62,79,82
6865,3,65,65,82,85
6865,4,62,62,80,82
6865,5,60,60,80,80
6865,6,58,58,78,78
6865,7,60,60,80,80
6865,8,61,61,81,81
6868,0,63,63,81,103
6868,1,65,65,82,85
6868,2,62,62,79,82
6868,3,65,65,82,85
6868,4,63,63,80,83
6868,5,60,60,80,80
6868,6,58,58,78,78
6868,7,60,60,80,80
6868,8,61,61,81,81
6882,0,63,63,81,103
6882,1,65,65,82,85
6882,2,62,62,79,82
6882,3,65,65,82,85
6882,4,63,63,80,83
6882,5,61,61,81,81
6882,6,58,58,78,78
6882,7,60,60,80,80
6882,8,61,61,81,81
6884,0,63,63,81,103
6884,1,65,65,82,85
6884,2,62,62,79,82
6884,3,65,65,82,85
6884,4,63,63,80,83
6884,5,61,61,81,81
6884,6,63,63,80,83
6884,7,60,60,80,80
6884,8,61,61,81,81
6896,0,63,63,81,103
6896,1,66,66,83,86
6896,2,62,62,79,82
6896,3,65,65,82,85
6896,4,63,63,80,83
6896,5,61,61,81,81
6896,6,63,63,80,83
6896,7,60,60,80,80
6896,8,61,61,81,81
6922,0,63,63,81,103
6922,1,66,66,83,86
6922,2,62,62,79,82
6922,3,66,66,83,86
6922,4,63,63,80,83
6922,5,61,61,81,81
6922,6,63,63,80,83
6922,7,60,60,80,80
6922,8,61,61,81,81
6925,0,63,63,81,103
6925,1,66,66,83,86
6925,2,62,62,79,82
6925,3,66,66,83,86
6925,4,64,64,81,84
6925,5,61,61,81,81
6925,6,63,63,80,83
6925,7,60,60,80,80
6925,8,61,61,81,81
6944,0,63,63,81,103
6944,1,66,66,83,86
6944,2,62,62,79,82
6944,3,66,66,83,86
6944,4,64,64,81,84
6944,5,61,61,81,81
6944,6,63,63,80,83
6944,7,61,61,81,81
6944,8,61,61,81,81
6953,0,66,66,86,106
6953,1,66,66,83,86
6953,2,62,62,79,82
6953,3,66,66,83,86
6953,4,64,64,81,84
6953,5,61,61,81,81
6953,6,63,63,80,83
6953,7,61,61,81,81
6953,8,61,61,81,81
7014,0,66,66,86,106
7014,1,66,66,83,86
7014,2,62,62,79,82
7014,3,66,66,83,86
7014,4,64,64,81,84
7014,5,61,61,81,81
7014,6,63,63,80,83
7014,7,61,61,81,81
7014,8,62,62,82,82
7034,0,66,66,86,106
7034,1,66,66,83,86
7034,2,62,62,79,82
7034,3,66,66,83,86
7034,4,65,65,81,85
7034,5,61,61,81,81
7034,6,63,63,80,83
7034,7,61,61,81,81
7034,8,62,62,82,82
7056,0,66,66,86,106
7056,1,66,66,83,86
7056,2,62,62,79,82
7056,3,66,66,83,86
7056,4,65,65,81,85
7056,5,61,61,81,81
7056,6,63,63,81,83
7056,7,61,61,81,81
7056,8,62,62,82,82
7069,0,66,66,86,106
7069,1,66,66,83,86
7069,2,62,62,79,82
7069,3,66,66,83,86
7069,4,65,65,81,85
7069,5,61,61,81,81
7069,6,63,63,81,83
7069,7,62,62,82,82
7069,8,62,62,82,82
7079,0,66,66,86,106
7079,1,66,66,83,86
7079,2,62,62,79,82
7079,3,66,66,83,86
7079,4,65,65,81,85
7079,5,62,62,82,82
7079,6,63,63,81,83
7079,7,62,62,82,82
7079,8,62,62,82,82
7102,0,66,66,86,106
7102,1,66,66,83,86
7102,2,62,62,79,82
7102,3,66,66,83,86
7102,4,65,65,81,85
7102,5,63,63,83,83
7102,6,63,63,81,83
7102,7,62,62,82,82
7102,8,62,62,82,82
7108,0,66,66,86,106
7108,1,66,66,83,86
7108,2,62,62,79,82
7108,3,66,66,83,86
7108,4,65,65,83,85
7108,5,63,63,83,83
7108,6,63,63,81,83
7108,7,62,62,82,82
7108,8,62,62,82,82
7122,0,66,66,86,106
7122,1,66,66,83,86
7122,2,62,62,79,82
7122,3,66,66,83,86
7122,4,65,65,83,85
7122,5,63,63,83,83
7122,6,63,63,81,83
7122,7,62,62,82,82
7122,8,63,63,83,83
7124,0,66,66,86,106
7124,1,66,66,83,86
7124,2,62,62,79,82
7124,3,66,66,83,86
7124,4,65,65,83,85
7124,5,63,63,83,83
7124,6,63,63,81,83
7124,7,63,63,83,83
7124,8,63,63,83,83
7130,0,66,66,86,106
7130,1,66,66,83,86
7130,2,64,64,83,84
7130,3,66,66,83,86
7130,4,65,65,83,85
7130,5,63,63,83,83
7130,6,63,63,81,83
7130,7,63,63,83,83
7130,8,63,63,83,83
7181,0,66,66,86,106
7181,1,66,66,83,86
7181,2,64,64,83,84
7181,3,66,66,85,86
7181,4,65,65,83,85
7181,5,63,63,83,83
7181,6,63,63,81,83
7181,7,63,63,83,83
7181,8,63,63,83,83
7182,0,66,66,86,106
7182,1,66,66,83,86
7182,2,64,64,83,84
7182,3,66,66,85,86
7182,4,65,65,83,85
7182,5,63,63,83,83
7182,6,63,63,81,83
7182,7,64,64,84,84
7182,8,63,63,83,83
7188,0,66,66,86,106
7188,1,66,66,83,86
7188,2,64,64,83,84
7188,3,66,66,85,86
7188,4,65,65,83,85
7188,5,63,63,83,83
7188,6,65,65,84,85
7188,7,64,64,84,84
7188,8,63,63,83,83
7197,0,66,66,86,106
7197,1,66,66,83,86
7197,2,64,64,83,84
7197,3,66,66,85,86
7197,4,66,66,83,86
7197,5,63,63,83,83
7197,6,65,65,84,85
7197,7,64,64,84,84
7197,8,63,63,83,83
7198,0,66,66,86,106
7198,1,66,66,83,86
7198,2,64,64,83,84
7198,3,66,66,85,86
7198,4,66,66,83,86
7198,5,63,63,83,83
7198,6,65,65,84,85
7198,7,64,64,84,84
7198,8,64,64,84,84
7221,0,66,66,86,106
7221,1,66,66,83,86
7221,2,64,64,83,84
7221,3,66,66,86,86
7221,4,66,66,83,86
7221,5,63,63,83,83
7221,6,65,65,84,85
7221,7,64,64,84,84
7221,8,64,64,84,84
7226,0,66,66,86,106
7226,1,66,66,83,86
7226,2,64,64,83,84
7226,3,66,66,86,86
7226,4,66,66,83,86
7226,5,64,64,84,84
7226,6,65,65,84,85
7226,7,64,64,84,84
7226,8,64,64,84,84
7244,0,66,66,86,106
7244,1,66,66,86,86
7244,2,64,64,83,84
7244,3,66,66,86,86
7244,4,66,66,83,86
7244,5,64,64,84,84
7244,6,65,65,84,85
7244,7,64,64,84,84
7244,8,64,64,84,84
7254,0,69,69,86,109
7254,1,66,66,86,86
7254,2,64,64,83,84
7254,3,66,66,86,86
7254,4,66,66,83,86
7254,5,64,64,84,84
7254,6,65,65,84,85
7254,7,64,64,84,84
7254,8,64,64,84,84
7265,0,69,69,86,109
7265,1,66,66,86,86
7265,2,64,64,83,84
7265,3,66,66,86,86
7265,4,66,66,83,86
7265,5,65,65,85,85
7265,6,65,65,84,85
7265,7,64,64,84,84
7265,8,64,64,84,84
7269,0,69,69,86,109
7269,1,66,66,86,86
7269,2,64,64,83,84
7269,3,66,66,86,86
7269,4,66,66,85,86
7269,5,65,65,85,85
7269,6,65,65,84,85
7269,7,64,64,84,84
7269,8,64,64,84,84
7289,0,69,69,86,109
7289,1,66,66,86,86
7289,2,64,64,83,84
7289,3,66,66,86,86
7289,4,66,66,85,86
7289,5,65,65,85,85
7289,6,65,65,84,85
7289,7,64,64,84,84
7289,8,65,65,85,85
7295,0,69,69,86,109
7295,1,66,66,86,86
7295,2,64,64,83,84
7295,3,66,66,86,86
7295,4,66,66,85,86
7295,5,65,65,85,85
7295,6,65,65,84,85
7295,7,65,65,85,85
7295,8,65,65,85,85
7329,0,69,69,86,109
7329,1,66,66,86,86
7329,2,64,64,83,84
7329,3,66,66,86,86
7329,4,66,66,85,86
7329,5,65,65,85,85
7329,6,65,65,84,85
7329,7,66,66,86,86
7329,8,65,65,85,85
7335,0,69,69,86,109
7335,1,66,66,86,86
7335,2,64,64,83,84
7335,3,66,66,86,86
7335,4,66,66,85,86
7335,5,65,65,85,85
7335,6,66,66,86,86
7335,7,66,66,86,86
7335,8,65,65,85,85
7340,0,69,69,86,109
7340,1,66,66,86,86
7340,2,64,64,83,84
7340,3,66,66,86,86
7340,4,66,66,86,86
7340,5,65,65,85,85
7340,6,66,66,86,86
7340,7,66,66,86,86
7340,8,65,65,85,85
7359,0,69,69,86,109
7359,1,66,66,86,86
7359,2,64,64,83,84
7359,3,66,66,86,86
7359,4,66,66,86,86
7359,5,66,66,86,86
7359,6,66,66,86,86
7359,7,66,66,86,86
7359,8,65,65,85,85
7380,0,69,69,86,109
7380,1,66,66,86,86
7380,2,64,64,83,84
7380,3,66,66,86,86
7380,4,66,66,86,86
7380,5,66,66,86,86
7380,6,66,66,86,86
7380,7,66,66,86,86
7380,8,66,66,86,86
7445,0,69,69,86,109
7445,1,66,66,86,86
7445,2,64,64,83,84
7445,3,69,69,86,89
7445,4,66,66,86,86
7445,5,66,66,86,86
7445,6,66,66,86,86
7445,7,66,66,86,86
7445,8,66,66,86,86
7451,0,69,69,86,109
7451,1,69,69,86,89
7451,2,64,64,83,84
7451,3,69,69,86,89
7451,4,66,66,86,86
7451,5,66,66,86,86
7451,6,66,66,86,86
7451,7,66,66,86,86
7451,8,66,66,86,86
7454,0,69,69,86,109
7454,1,69,69,86,89
7454,2,64,64,83,84
7454,3,69,69,86,89
7454,4,66,66,86,86
7454,5,66,66,86,86
7454,6,66,66,86,86
7454,7,66,66,86,86
7454,8,67,67,87,87
7465,0,69,69,86,109
7465,1,69,69,86,89
7465,2,64,64,83,84
7465,3,69,69,86,89
7465,4,66,66,86,86
7465,5,66,66,86,86
7465,6,66,66,86,86
7465,7,67,67,87,87
7465,8,67,67,87,87
7470,0,69,69,86,109
7470,1,69,69,86,89
7470,2,64,64,83,84
7470,3,69,69,86,89
7470,4,66,66,86,86
7470,5,66,66,86,86
7470,6,68,68,87,88
7470,7,67,67,87,87
7470,8,67,67,87,87
7471,0,69,69,86,109
7471,1,69,69,86,89
7471,2,64,64,83,84
7471,3,69,69,86,89
7471,4,68,68,87,88
7471,5,66,66,86,86
7471,6,68,68,87,88
7471,7,67,67,87,87
7471,8,67,67,87,87
7475,0,69,69,86,109
7475,1,69,69,86,89
7475,2,64,64,83,84
7475,3,69,69,86,89
7475,4,69,69,87,89
7475,5,66,66,86,86
7475,6,68,68,87,88
7475,7,67,67,87,87
7475,8,67,67,87,87
7476,0,69,69,86,109
7476,1,69,69,86,89
7476,2,64,64,83,84
7476,3,69,69,86,89
7476,4,69,69,87,89
7476,5,66,66,86,86
7476,6,69,69,87,89
7476,7,67,67,87,87
7476,8,67,67,87,87
7477,0,69,69,86,109
7477,1,69,69,86,89
7477,2,64,64,83,84
7477,3,69,69,88,89
7477,4,69,69,87,89
7477,5,66,66,86,86
7477,6,69,69,87,89
7477,7,67,67,87,87
7477,8,67,67,87,87
7496,0,69,69,86,109
7496,1,69,69,86,89
7496,2,64,64,83,84
7496,3,69,69,88,89
7496,4,69,69,87,89
7496,5,67,67,87,87
7496,6,69,69,87,89
7496,7,67,67,87,87
7496,8,67,67,87,87
7530,0,69,69,86,109
7530,1,69,69,86,89
7530,2,67,67,87,87
7530,3,69,69,88,89
7530,4,69,69,87,89
7530,5,67,67,87,87
7530,6,69,69,87,89
7530,7,67,67,87,87
7530,8,67,67,87,87
7540,0,69,69,86,109
7540,1,69,69,86,89
7540,2,67,67,87,87
7540,3,69,69,88,89
7540,4,69,69,87,89
7540,5,67,67,87,87
7540,6,69,69,87,89
7540,7,67,67,87,87
7540,8,68,68,88,88
7554,0,71,71,89,111
7554,1,69,69,86,89
7554,2,67,67,87,87
7554,3,69,69,88,89
7554,4,69,69,87,89
7554,5,67,67,87,87
7554,6,69,69,87,89
7554,7,67,67,87,87
7554,8,68,68,88,88
7558,0,71,71,89,111
7558,1,69,69,86,89
7558,2,67,67,87,87
7558,3,69,69,88,89
7558,4,69,69,87,89
7558,5,68,68,88,88
7558,6,69,69,87,89
7558,7,67,67,87,87
7558,8,68,68,88,88
7565,0,71,71,89,111
7565,1,69,69,86,89
7565,2,67,67,87,87
7565,3,69,69,88,89
7565,4,70,70,87,90
7565,5,68,68,88,88
7565,6,69,69,87,89
7565,7,67,67,87,87
7565,8,68,68,88,88
7577,0,71,71,89,111
7577,1,69,69,86,89
7577,2,68,68,88,88
7577,3,69,69,88,89
7577,4,70,70,87,90
7577,5,68,68,88,88
7577,6,69,69,87,89
7577,7,67,67,87,87
7577,8,68,68,88,88
7578,0,71,71,89,111
7578,1,69,69,86,89
7578,2,68,68,88,88
7578,3,71,71,90,91
7578,4,70,70,87,90
7578,5,68,68,88,88
7578,6,69,69,87,89
7578,7,67,67,87,87
7578,8,68,68,88,88
7606,0,71,71,89,111
7606,1,69,69,86,89
7606,2,68,68,88,88
7606,3,71,71,90,91
7606,4,70,70,87,90
7606,5,68,68,88,88
7606,6,69,69,87,89
7606,7,68,68,88,88
7606,8,68,68,88,88
7627,0,71,71,89,111
7627,1,69,69,88,89
7627,2,68,68,88,88
7627,3,71,71,90,91
7627,4,71,71,88,91
7627,5,68,68,88,88
7627,6,69,69,87,89
7627,7,68,68,88,88
7627,8,68,68,88,88
7649,0,71,71,89,111
7649,1,71,71,91,91
7649,2,68,68,88,88
7649,3,71,71,90,91
7649,4,71,71,88,91
7649,5,68,68,88,88
7649,6,69,69,87,89
7649,7,68,68,88,88
7649,8,68,68,88,88
7650,0,71,71,89,111
7650,1,71,71,91,91
7650,2,68,68,88,88
7650,3,71,71,90,91
7650,4,71,71,88,91
7650,5,69,69,89,89
7650,6,69,69,87,89
7650,7,68,68,88,88
7650,8,68,68,88,88
7654,0,71,71,89,111
7654,1,71,71,91,91
7654,2,68,68,88,88
7654,3,71,71,90,91
7654,4,71,71,88,91
7654,5,69,69,89,89
7654,6,69,69,87,89
7654,7,69,69,89,89
7654,8,68,68,88,88
7687,0,71,71,89,111
7687,1,71,71,91,91
7687,2,68,68,88,88
7687,3,71,71,90,91
7687,4,71,71,88,91
7687,5,69,69,89,89
7687,6,69,69,87,89
7687,7,69,69,89,89
7687,8,69,69,89,89
7736,0,71,71,89,111
7736,1,71,71,91,91
7736,2,68,68,88,88
7736,3,71,71,91,91
7736,4,71,71,88,91
7736,5,69,69,89,89
7736,6,69,69,87,89
7736,7,69,69,89,89
7736,8,69,69,89,89
7774,0,71,71,89,111
7774,1,71,71,91,91
7774,2,68,68,88,88
7774,3,71,71,91,91
7774,4,72,72,89,92
7774,5,69,69,89,89
7774,6,69,69,87,89
7774,7,69,69,89,89
7774,8,69,69,89,89
7778,0,71,71,89,111
7778,1,72,72,92,92
7778,2,68,68,88,88
7778,3,72,72,92,92
7778,4,72,72,89,92
7778,5,69,69,89,89
7778,6,69,69,87,89
7778,7,69,69,89,89
7778,8,69,69,89,89
7782,0,71,71,89,111
7782,1,72,72,92,92
7782,2,68,68,88,88
7782,3,72,72,92,92
7782,4,72,72,89,92
7782,5,69,69,89,89
7782,6,69,69,87,89
7782,7,69,69,89,89
7782,8,70,70,90,90
7783,0,74,74,92,114
7783,1,72,72,92,92
7783,2,68,68,88,88
7783,3,72,72,92,92
7783,4,72,72,89,92
7783,5,69,69,89,89
7783,6,69,69,87,89
7783,7,69,69,89,89
7783,8,70,70,90,90
7792,0,74,74,92,114
7792,1,72,72,92,92
7792,2,68,68,88,88
7792,3,72,72,92,92
7792,4,72,72,89,92
7792,5,70,70,90,90
7792,6,69,69,87,89
7792,7,69,69,89,89
7792,8,70,70,90,90
7807,0,74,74,92,114
7807,1,72,72,92,92
7807,2,68,68,88,88
7807,3,72,72,92,92
7807,4,72,72,89,92
7807,5,70,70,90,90
7807,6,69,69,87,89
7807,7,70,70,90,90
7807,8,70,70,90,90
7871,0,74,74,92,114
7871,1,75,75,92,95
7871,2,68,68,88,88
7871,3,72,72,92,92
7871,4,72,72,89,92
7871,5,70,70,90,90
7871,6,69,69,87,89
7871,7,70,70,90,90
7871,8,70,70,90,90
7875,0,74,74,92,114
