T	M	N	D	P	CR	CS
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
0	0	0	2	1e+06	100000	1	0	0	1	0	0	0
